video_id,category_id,category_title,publishedAt,trending_date,view_count,likes,dislikes,comment_count,comments_disabled,ratings_disabled,trending_days,view_increase,like_increase,comment_increase,diff_days,engagement
NWZ-9KrHwJw,20,Gaming,2020-10-14,2020-10-14,187328,28832,132,1648,False,False,6 days,1043925,25492,1141,0 days,1288366
VP0otTm06Cw,20,Gaming,2020-10-13,2020-10-14,2077087,145760,2009,6025,False,False,4 days,2020808,65211,2346,1 days,4317237
ZxKdu-a520I,20,Gaming,2020-10-13,2020-10-14,519244,21584,328,2948,False,False,5 days,975163,16688,1722,1 days,1537349
GbWSfjabrk8,20,Gaming,2020-10-13,2020-10-14,105871,2775,253,641,False,False,4 days,50445,535,114,1 days,160381
MxV1lfyG-ro,20,Gaming,2020-10-12,2020-10-14,1501226,58761,650,1403,False,False,3 days,272941,6033,39,2 days,1840403
g-QCvX8FBjE,20,Gaming,2020-10-14,2020-10-15,467649,18214,142,2159,False,False,4 days,934913,13893,1403,1 days,1438231
dE1fdwPanwg,20,Gaming,2020-10-14,2020-10-15,112544,2690,210,2639,False,False,3 days,18160,267,239,1 days,136539
X2992bdBSYU,20,Gaming,2020-10-14,2020-10-15,230075,13927,1063,2032,False,False,4 days,211266,5089,800,1 days,463189
7TBPrYJDoDE,20,Gaming,2020-10-15,2020-10-16,7404201,400255,12005,37457,False,False,5 days,3667652,88481,8530,1 days,11606576
3gmCdjhhCN8,20,Gaming,2020-10-15,2020-10-16,3237986,386610,3189,20852,False,False,5 days,2279401,108034,4146,1 days,6037029
2RzcpdYAQGc,20,Gaming,2020-10-14,2020-10-16,1590295,57938,810,6514,False,False,4 days,792948,14689,1303,2 days,2463687
VDBc1etieAA,20,Gaming,2020-10-17,2020-10-18,10618347,670455,8027,60016,False,False,5 days,4987591,73584,5691,1 days,16415684
J7jTDXgxY9U,20,Gaming,2020-10-17,2020-10-18,361159,27492,273,1100,False,False,4 days,378950,19416,527,1 days,788644
B4i3JsUr45c,20,Gaming,2020-10-17,2020-10-18,872957,37964,870,1497,False,False,2 days,1288059,37389,946,1 days,2238812
qtOo192Du9Q,20,Gaming,2020-10-18,2020-10-19,1969128,84221,1363,5153,False,False,6 days,2373635,52797,2185,1 days,4487119
1zZZBB9-Nm8,20,Gaming,2020-10-17,2020-10-19,3352552,231387,4381,33299,False,False,5 days,1379887,49149,6568,2 days,5052842
waS_vEA2aAE,20,Gaming,2020-10-19,2020-10-20,718857,56369,395,4907,False,False,4 days,188729,6805,496,1 days,976163
yH9tZ7ZCp-g,20,Gaming,2020-10-21,2020-10-21,1137759,112552,2316,11845,False,False,6 days,2231171,26827,6362,0 days,3526516
WTUqQGPB21Q,20,Gaming,2020-10-20,2020-10-21,1129652,71606,862,7428,False,False,5 days,607491,6776,1281,1 days,1824234
MwOpX9pWsdU,20,Gaming,2020-10-20,2020-10-21,844683,75358,3382,13168,False,False,5 days,515349,11265,3482,1 days,1463305
k6c6M0rKW7s,20,Gaming,2020-10-20,2020-10-21,671797,39646,632,5291,False,False,5 days,289731,4611,708,1 days,1011784
HysV58P1iAM,20,Gaming,2020-10-20,2020-10-21,199475,14364,186,1982,False,False,4 days,69496,1408,359,1 days,287084
9sa5xtyWcYU,20,Gaming,2020-10-20,2020-10-21,124436,11794,110,1188,False,False,2 days,21163,824,73,1 days,159478
UnmsqFq4TVc,20,Gaming,2020-10-19,2020-10-21,1866405,115823,1039,7344,False,False,2 days,882985,8999,460,2 days,2882016
7HV3m0nK0MM,20,Gaming,2020-10-23,2020-10-24,6122200,378320,4633,23372,False,False,5 days,3728155,91566,4442,1 days,10348055
lnJlhoyOzFE,20,Gaming,2020-10-23,2020-10-24,808205,67563,686,15478,False,False,3 days,548677,24887,7021,1 days,1471831
SIjAQdMKCvI,20,Gaming,2020-10-22,2020-10-24,402740,28110,316,2422,False,False,3 days,115158,4091,222,2 days,552743
0dw08qot1Pg,20,Gaming,2020-10-23,2020-10-24,793954,64157,421,1534,False,False,3 days,467435,18294,373,1 days,1345747
Cae8YfitBCo,20,Gaming,2020-10-22,2020-10-24,182135,7569,471,1387,False,False,2 days,3303,13,3,2 days,194410
1icY4L92G0o,20,Gaming,2020-10-24,2020-10-25,735660,52276,516,4914,False,False,4 days,271165,12892,910,1 days,1077817
gmMvGqzvmXM,20,Gaming,2020-10-23,2020-10-25,325473,21576,305,6239,False,False,2 days,59311,1678,378,2 days,414655
k-amupfoQBE,20,Gaming,2020-10-26,2020-10-27,2190504,153513,1867,16896,False,False,5 days,1133271,21402,1742,1 days,3517328
7yYacZ9BXWk,20,Gaming,2020-10-26,2020-10-27,312694,15564,837,1738,False,False,4 days,117906,2534,306,1 days,450742
Wqi0NtRLQxY,20,Gaming,2020-10-26,2020-10-27,904068,46849,2790,4551,False,False,4 days,396314,10848,1235,1 days,1363865
ZOxWQGkho4E,20,Gaming,2020-10-26,2020-10-27,1039615,82617,2439,6529,False,False,4 days,431070,14036,1153,1 days,1575020
_ZpLbriJXvM,20,Gaming,2020-10-28,2020-10-29,3541128,231038,2581,23773,False,False,7 days,2064747,29888,2796,1 days,5893370
3VTkBuxU4yk,20,Gaming,2020-10-28,2020-10-29,9437513,773313,25408,74300,False,False,7 days,17350054,444791,50830,1 days,28130801
W78jqH6skjI,20,Gaming,2020-10-28,2020-10-29,1858251,178578,3780,14764,False,False,6 days,5060386,321692,25069,1 days,7458740
4uzRvhkPgII,20,Gaming,2020-10-27,2020-10-29,2053256,53624,3418,3217,False,False,6 days,1680885,32447,1854,2 days,3825283
Kzwu4VZa_ew,20,Gaming,2020-10-28,2020-10-29,1088006,73603,1100,18081,False,False,5 days,244943,5106,1591,1 days,1431330
-A3NNl0rdWs,20,Gaming,2020-10-28,2020-10-29,1858154,121365,6306,9098,False,False,5 days,500393,13237,751,1 days,2502998
-YrK6IY-4-o,20,Gaming,2020-10-28,2020-10-29,186857,21456,353,2893,False,False,6 days,527802,31615,1977,1 days,772600
TFzkbos0oeo,20,Gaming,2020-10-28,2020-10-29,3001573,285868,2048,17288,False,False,5 days,4467168,158458,6970,1 days,7937325
P3HOarX1DYc,20,Gaming,2020-10-28,2020-10-29,471790,66123,679,5691,False,False,4 days,273795,18414,908,1 days,836721
M5VfDtqNMTQ,20,Gaming,2020-10-28,2020-10-29,370131,42672,861,4008,False,False,5 days,317693,15110,946,1 days,750560
t12x7k_oecc,20,Gaming,2020-10-28,2020-10-29,1918996,144679,4954,14076,False,False,3 days,507575,16327,1240,1 days,2602893
qMI8iUUsiMs,20,Gaming,2020-10-28,2020-10-29,537043,43154,966,4424,False,False,5 days,1061075,39235,2837,1 days,1687768
oXRRlBImXT0,20,Gaming,2020-10-27,2020-10-29,640681,45793,1004,2566,False,False,4 days,289297,14102,408,2 days,992847
TyahPGDr4-E,20,Gaming,2020-10-26,2020-10-29,2248233,113952,3147,5080,False,False,4 days,1383531,60630,2285,3 days,3813711
pNjWjwae-us,20,Gaming,2020-10-28,2020-10-29,861932,45120,583,3699,False,False,3 days,327597,7030,424,1 days,1245802
YIOvl0vvCMo,20,Gaming,2020-10-28,2020-10-29,231380,7812,541,1275,False,False,3 days,104437,1406,164,1 days,346474
ng9dtd6qwuM,20,Gaming,2020-10-26,2020-10-29,6069998,298684,2564,22611,False,False,3 days,1217797,25093,1052,3 days,7635235
i_wePORr_Rc,20,Gaming,2020-10-27,2020-10-29,278207,16938,557,2155,False,False,3 days,34421,1265,209,2 days,333195
XG1NI--CLfk,20,Gaming,2020-10-26,2020-10-29,658424,37406,617,2160,False,False,2 days,314961,7843,243,3 days,1021037
cthLUnEqT5k,20,Gaming,2020-10-29,2020-10-30,694871,45605,657,5128,False,False,6 days,282964,5375,764,1 days,1034707
AtbhSRCR7S0,20,Gaming,2020-10-29,2020-10-30,420951,34434,618,2455,False,False,6 days,360905,16758,850,1 days,836353
yjPcJsl3COs,20,Gaming,2020-10-29,2020-10-30,679022,23127,810,2260,False,False,5 days,462643,4522,540,1 days,1172114
qgnPREMEfI4,20,Gaming,2020-10-27,2020-10-30,638703,36690,670,6125,False,False,3 days,57319,1303,173,3 days,740313
YV12-kknruM,20,Gaming,2020-10-30,2020-10-31,2525745,161121,1419,15129,False,False,8 days,1182470,18060,1664,1 days,3904189
x2voszREYQg,20,Gaming,2020-10-30,2020-10-31,969104,45098,643,5556,False,False,8 days,1053659,18752,2439,1 days,2094608
FafXBaAEowM,20,Gaming,2020-10-31,2020-11-01,5115516,335726,2951,20231,False,False,10 days,7421119,197404,9589,1 days,13099585
uLwFYPsS_Zc,20,Gaming,2020-10-30,2020-11-01,2675429,193522,5792,13510,False,False,7 days,1854603,64485,3387,2 days,4804936
_hugv0CBh-E,20,Gaming,2020-10-31,2020-11-01,1290758,88687,11858,8970,False,False,7 days,1168482,38508,4607,1 days,2600012
cAHGU0JraiQ,20,Gaming,2020-10-31,2020-11-02,1643357,71861,1263,7258,False,False,8 days,1958327,41232,4838,2 days,3726873
z3hI5r0yRoU,20,Gaming,2020-10-31,2020-11-02,2938259,289626,3302,28384,False,False,9 days,1577844,86882,6898,2 days,4927893
4mGyYNuG6us,20,Gaming,2020-11-01,2020-11-02,3390297,62532,1563,2685,False,False,7 days,2693540,6607,317,1 days,6155978
yOblT0Q_XAU,20,Gaming,2020-10-31,2020-11-02,863479,56749,852,14943,False,False,7 days,1524906,23826,6041,2 days,2489944
0OFwRdDeX4Y,20,Gaming,2020-11-02,2020-11-03,4975858,307881,3361,20634,False,False,9 days,3805842,96224,4154,1 days,9210593
LO1fXNpAQM4,20,Gaming,2020-11-02,2020-11-03,1411614,44981,1695,1773,False,False,8 days,832423,10369,397,1 days,2301557
SFM9mt1jvmQ,20,Gaming,2020-11-02,2020-11-04,984090,67149,1003,4639,False,False,9 days,1074839,40097,1049,2 days,2171863
N6bNq4b8GYo,20,Gaming,2020-11-04,2020-11-05,2064324,183748,1703,14742,False,False,8 days,815267,27375,1202,1 days,3106658
UnMJH_Gkp4w,20,Gaming,2020-11-03,2020-11-05,3412491,270105,4140,38193,False,False,8 days,774594,27311,1980,2 days,4524674
C2vA9AgZqLc,20,Gaming,2020-11-04,2020-11-05,1603705,116350,996,12736,False,False,8 days,1261718,38089,3136,1 days,3035734
KmaNOyPkR7Q,20,Gaming,2020-11-04,2020-11-05,1472861,109824,761,5415,False,False,8 days,1112349,43005,1480,1 days,2744934
5meAIPs-n90,20,Gaming,2020-11-04,2020-11-05,1563041,84827,1214,7692,False,False,8 days,232569,3466,692,1 days,1892287
XqmknZNg1yw,20,Gaming,2020-11-06,2020-11-06,977623,168552,9199,21246,False,False,9 days,5391054,307919,42285,0 days,6908679
_74nVpLVn9Q,20,Gaming,2020-11-06,2020-11-06,569177,98947,4294,8477,False,False,9 days,3021027,164176,11430,0 days,3873234
A11vdo8c-WM,20,Gaming,2020-11-05,2020-11-06,2125932,118490,3058,3608,False,False,8 days,1380536,69265,1368,1 days,3699199
WVv0kolFzQI,20,Gaming,2020-11-06,2020-11-06,190988,28937,73,1465,False,False,9 days,1332485,34454,1075,0 days,1589404
V8cmLeFQBT0,20,Gaming,2020-11-05,2020-11-06,853268,48407,605,3353,False,False,8 days,1985471,108718,5023,1 days,3004240
H2DqsPh2d9k,20,Gaming,2020-11-05,2020-11-06,435064,19830,289,1556,False,False,8 days,366841,15756,828,1 days,839875
eMRsCR68tgQ,20,Gaming,2020-11-05,2020-11-06,745997,39169,641,2842,False,False,7 days,802925,34461,1762,1 days,1627156
zGwG6chfgIw,20,Gaming,2020-11-06,2020-11-07,2981724,331480,2357,59798,False,False,7 days,4413901,259698,38842,1 days,8085443
7_ivjj9OuoU,20,Gaming,2020-11-06,2020-11-07,654611,31899,493,10051,False,False,8 days,457714,9988,2857,1 days,1167120
tzug3Dm37NQ,20,Gaming,2020-11-06,2020-11-07,2328759,201748,2115,6099,False,False,8 days,2224736,58207,1508,1 days,4821057
4fDnjA7GNtc,20,Gaming,2020-11-06,2020-11-08,5075598,173721,4747,10631,False,False,7 days,22311521,443351,13996,2 days,28028818
4vScGuhHimQ,20,Gaming,2020-11-07,2020-11-08,1199064,40413,1117,2426,False,False,7 days,1541187,35907,1038,1 days,2820035
kUok7mvWgjk,20,Gaming,2020-11-08,2020-11-09,1271121,241650,1500,82264,False,False,6 days,1024450,102636,18325,1 days,2740446
7ns79MgJJQY,20,Gaming,2020-11-06,2020-11-09,2747994,246880,4118,16599,False,False,5 days,552360,15143,987,3 days,3579963
rb1jJzpAJ9I,20,Gaming,2020-11-09,2020-11-10,7794298,742056,7036,60486,False,False,6 days,5400150,86843,4173,1 days,14088006
vMrxul4DMEo,20,Gaming,2020-11-07,2020-11-10,775639,41647,512,3961,False,False,5 days,335040,10041,1114,3 days,1167442
vlk1z44sF18,20,Gaming,2020-11-09,2020-11-10,992400,24503,1529,3915,False,False,6 days,630265,8814,1317,1 days,1661214
pqHzqObnAz0,20,Gaming,2020-11-10,2020-11-11,792769,46145,812,6121,False,False,6 days,431252,8585,702,1 days,1285574
9P4bMIDpWXw,20,Gaming,2020-11-09,2020-11-11,1905875,707447,2851,147920,False,False,5 days,424391,58702,4171,2 days,3248506
-I-whVtW50E,20,Gaming,2020-11-10,2020-11-11,136384,9378,302,1561,False,False,6 days,56172,913,231,1 days,204639
oWs6zpm5xZY,20,Gaming,2020-11-10,2020-11-11,314870,23587,236,1573,False,False,5 days,38820,1095,51,1 days,379996
7xR_qj7VMTI,20,Gaming,2020-11-11,2020-11-13,1939133,91104,1863,8210,False,False,5 days,1209840,23922,1368,2 days,3273577
xoWxv2yZXLQ,20,Gaming,2020-11-13,2020-11-14,3257003,437425,4468,15946,False,False,6 days,4354600,169906,5639,1 days,8240519
XfDP4V6_gmA,20,Gaming,2020-11-13,2020-11-14,208637,14666,326,0,False,False,4 days,143491,5308,0,1 days,372102
ZpYuL4ZIh-Q,20,Gaming,2020-11-14,2020-11-15,1014439,44401,2169,3166,False,False,5 days,1314451,16090,1274,1 days,2393821
ZVTxUNurw8k,20,Gaming,2020-11-14,2020-11-16,2635596,203996,2295,23584,False,False,5 days,1009704,43989,4493,2 days,3921362
-ektHiMoKxU,20,Gaming,2020-11-14,2020-11-16,1008811,46117,953,4732,False,False,5 days,447010,12795,1077,2 days,1520542
f_Xa3yozQvE,20,Gaming,2020-11-16,2020-11-17,1369559,226990,1228,17729,False,False,6 days,1509519,69388,2864,1 days,3196049
2qN7TkyoH4E,20,Gaming,2020-11-15,2020-11-17,2627082,146870,4625,9232,False,False,4 days,2636694,87974,4032,2 days,5511884
nrGPaVUMBl4,20,Gaming,2020-11-16,2020-11-17,1083307,40306,2430,3500,False,False,4 days,864740,9258,1205,1 days,2002316
Ioe2YNFSKHI,20,Gaming,2020-11-16,2020-11-17,324664,10659,204,3149,False,False,4 days,337432,5712,1222,1 days,682838
c_7IS-ChDjY,20,Gaming,2020-11-16,2020-11-17,223470,8703,75,695,False,False,4 days,346470,8490,615,1 days,588443
gtZv_7tkYNc,20,Gaming,2020-11-17,2020-11-18,553415,45818,755,4201,False,False,6 days,431527,13357,750,1 days,1049068
AQuucamIYjQ,20,Gaming,2020-11-17,2020-11-18,1234151,61162,1004,8134,False,False,6 days,708356,12510,1668,1 days,2025981
4yQ--nrwy5w,20,Gaming,2020-11-17,2020-11-18,1508835,72927,4098,15372,False,False,3 days,689426,9610,2873,1 days,2299043
rbtybA7xT2M,20,Gaming,2020-11-17,2020-11-18,474135,35492,437,0,False,False,3 days,259626,9654,0,1 days,778907
R7klyFU_6xM,20,Gaming,2020-11-18,2020-11-19,7940220,921800,7047,92163,False,False,8 days,9591294,376744,29070,1 days,18951291
NZw3Yu7TeCo,20,Gaming,2020-11-18,2020-11-19,411368,39985,285,4103,False,False,5 days,267065,10012,835,1 days,733368
j8Cli3mEpJY,20,Gaming,2020-11-17,2020-11-19,5589673,352676,3628,32529,False,False,4 days,1749886,49228,2302,2 days,7776294
LFgexG6LN8Q,20,Gaming,2020-11-17,2020-11-19,97048,11013,50,1696,False,False,2 days,34622,2469,219,2 days,147067
c1RoQhOv3Io,20,Gaming,2020-11-20,2020-11-20,376367,27887,658,2832,False,False,5 days,335914,5801,650,0 days,749451
tdu8PEeNxy0,20,Gaming,2020-11-19,2020-11-20,301464,19975,302,2797,False,False,5 days,165300,3904,478,1 days,493918
rPppjjvjQlk,20,Gaming,2020-11-19,2020-11-20,993632,71852,720,4738,False,False,3 days,553955,18959,1124,1 days,1644260
-rTF88Cgmmk,20,Gaming,2020-11-18,2020-11-20,174346,4567,165,812,False,False,3 days,41643,558,67,2 days,221993
iczfPmQteeg,20,Gaming,2020-11-18,2020-11-20,209595,11015,1246,3989,False,False,3 days,24830,772,874,2 days,251075
bUIpeD0tA8g,20,Gaming,2020-11-20,2020-11-21,1340474,96040,3066,9279,False,False,6 days,1111639,30852,2961,1 days,2591245
t76hXBcKwys,20,Gaming,2020-11-20,2020-11-21,243298,16698,243,1637,False,False,5 days,174223,6006,526,1 days,442388
YQClzgVO2AE,20,Gaming,2020-11-22,2020-11-23,765886,35114,701,3633,False,False,6 days,386639,8151,670,1 days,1200093
zTYlnIF-mxY,20,Gaming,2020-11-21,2020-11-23,530052,45460,261,2172,False,False,5 days,554686,10375,363,2 days,1143108
EJb88eI2TZo,20,Gaming,2020-11-20,2020-11-23,2206895,57258,3616,3553,False,False,5 days,1308457,22968,1261,3 days,3600392
b8DtkCOyE0I,20,Gaming,2020-11-20,2020-11-23,2353791,169637,2582,9494,False,False,5 days,602962,24015,1322,3 days,3161221
2F0gwsOzj40,20,Gaming,2020-11-21,2020-11-23,6075321,343475,3221,24293,False,False,4 days,1697805,44140,2311,2 days,8187345
Mx25Q3LKQ9Q,20,Gaming,2020-11-21,2020-11-23,206027,31636,142,4636,False,False,4 days,134606,13076,1124,2 days,391105
YTgvF-Yz8gs,20,Gaming,2020-11-21,2020-11-23,1893579,120182,1947,12318,False,False,5 days,507642,21014,2096,2 days,2556831
1FsheelpaIo,20,Gaming,2020-11-19,2020-11-23,113586,5655,202,1002,False,False,1 days,1304,49,2,4 days,121598
kRaWjM4BYfI,20,Gaming,2020-11-23,2020-11-24,1369160,38190,2066,6723,False,False,5 days,194651,1640,333,1 days,1610697
kdwE6e6NI40,20,Gaming,2020-11-23,2020-11-24,1986451,113906,1555,15518,False,False,5 days,399447,11417,1248,1 days,2527987
6bUU_58xrtc,20,Gaming,2020-11-23,2020-11-24,250329,16098,157,1925,False,False,5 days,54391,2613,393,1 days,325749
xl125ZovpAA,20,Gaming,2020-11-22,2020-11-24,6308692,829465,4922,58176,False,False,5 days,3263140,255125,9334,2 days,10723932
XIzdL1TzaLU,20,Gaming,2020-11-24,2020-11-25,2306512,112376,3170,13359,False,False,6 days,3067812,8403,1582,1 days,5510044
pFB-Z6mNKvM,20,Gaming,2020-11-24,2020-11-25,2673747,124690,3501,19065,False,False,6 days,1431310,22980,4803,1 days,4276595
kjVRROvfMEw,20,Gaming,2020-11-24,2020-11-25,203276,0,0,2126,False,True,4 days,68443,0,339,1 days,274184
YK_jrQXoE18,20,Gaming,2020-11-24,2020-11-25,191011,21235,75,1167,False,False,4 days,49569,2953,123,1 days,266058
3OVmqLf1yEU,20,Gaming,2020-11-25,2020-11-26,596077,26587,336,2176,False,False,5 days,648327,14000,795,1 days,1287962
OfILILPjjEs,20,Gaming,2020-11-24,2020-11-26,249285,33002,430,4887,False,False,4 days,131792,9856,1722,2 days,430544
hDkuUZ3F1GU,20,Gaming,2020-11-26,2020-11-27,7841673,1093973,6587,123352,False,False,4 days,11167506,430258,42331,1 days,20699093
WW1BpABbzHs,20,Gaming,2020-11-27,2020-11-28,3083242,359834,7713,17069,False,False,3 days,1671896,76398,2986,1 days,5211425
gm6yaxpXEUw,20,Gaming,2020-11-28,2020-11-29,3707333,420510,5921,47250,False,False,2 days,1240465,75445,5932,1 days,5496935
m9zwAQ0wxLA,20,Gaming,2020-11-27,2020-11-29,320335,40051,210,1204,False,False,2 days,76133,4703,114,2 days,442540
aiEMQQQ7myk,20,Gaming,2020-11-29,2020-11-29,183854,3997,74,101,False,False,2 days,19350,123,39,0 days,207464
TU99gX7NGZ8,20,Gaming,2020-11-27,2020-11-29,4954035,288465,5667,24354,False,False,2 days,856781,29255,1261,2 days,6154151
iHSk0gckO1s,20,Gaming,2020-11-26,2020-11-29,274441,0,0,0,True,True,2 days,3351,0,0,3 days,277792
TehsP2tGF7o,20,Gaming,2020-11-29,2020-11-30,1704925,83892,2053,4976,False,False,1 days,608943,14365,513,1 days,2417614
bdlKClqa5Ag,20,Gaming,2020-11-29,2020-11-30,712526,29680,968,1520,False,False,1 days,333670,5531,237,1 days,1083164
4oBpaBEMBIM,20,Gaming,2020-11-30,2020-11-30,1004206,97603,257,10861,False,False,1 days,693256,19195,2042,0 days,1827163
vHv4uyQ3J44,20,Gaming,2020-11-30,2020-11-30,608634,34827,357,2456,False,False,1 days,1574065,11369,637,0 days,2231988
s8oCOzGTBbg,20,Gaming,2020-12-01,2020-12-01,1593541,149378,1509,15488,False,False,0 days,0,0,0,0 days,1758407
CzfEG6BZAf0,20,Gaming,2020-12-01,2020-12-01,1633279,52765,1070,2422,False,False,0 days,0,0,0,0 days,1688466
tUwDFvqmjFY,20,Gaming,2020-11-30,2020-12-01,322459,24926,410,2395,False,False,0 days,0,0,0,1 days,349780
J78aPJ3VyNs,24,Entertainment,2020-08-11,2020-08-12,2038853,353787,2628,40221,False,False,6 days,1451677,103343,7070,1 days,3994951
w-aidBdvZo8,24,Entertainment,2020-08-11,2020-08-12,949491,77487,746,7506,False,False,5 days,1242851,58511,4193,1 days,2340039
SnsPZj91R7E,24,Entertainment,2020-08-10,2020-08-12,1402687,95694,2158,6613,False,False,5 days,405153,23788,1007,2 days,1934942
6TIsR_7nrNc,24,Entertainment,2020-08-10,2020-08-12,1007540,10102,7932,2763,False,False,5 days,867042,6666,1363,2 days,1895476
FopIxceEr8g,24,Entertainment,2020-08-10,2020-08-12,3061467,206840,2646,14934,False,False,3 days,484285,14540,288,2 days,3782354
p7HGUZWq_8s,24,Entertainment,2020-08-11,2020-08-12,3662673,394675,5757,27346,False,False,5 days,3447496,203781,8986,1 days,7744957
mLOe7vGI0YI,24,Entertainment,2020-08-10,2020-08-12,1236984,65429,1918,20813,False,False,4 days,719240,26916,5524,2 days,2074906
5V2B28OqfqM,24,Entertainment,2020-08-08,2020-08-12,21022916,1297679,22626,76814,False,False,3 days,2818905,80734,3438,4 days,25300486
9wDhKJsF5Zk,24,Entertainment,2020-08-10,2020-08-12,131641,938,285,429,False,False,4 days,18073,122,64,2 days,151267
JNJN5HMkRao,24,Entertainment,2020-08-10,2020-08-12,449198,1341,349,315,False,False,4 days,101191,363,98,2 days,552506
ar6UiTbuoSU,24,Entertainment,2020-08-08,2020-08-12,6439206,629024,12504,70850,False,False,3 days,359910,18759,1260,4 days,7519009
FQnJRVn3QVk,24,Entertainment,2020-08-10,2020-08-12,421747,43493,230,3146,False,False,4 days,83155,5254,276,2 days,557071
8QsH_xPQFqM,24,Entertainment,2020-08-10,2020-08-12,240028,26192,243,980,False,False,4 days,203544,14192,354,2 days,485290
1hx4vCChBlI,24,Entertainment,2020-08-11,2020-08-12,232400,37375,229,1788,False,False,4 days,90674,7828,245,1 days,370310
RN8uoBwRr1k,24,Entertainment,2020-08-11,2020-08-12,1718883,78157,717,3846,False,False,4 days,777261,19865,760,1 days,2598772
goOmZUwQYlA,24,Entertainment,2020-08-11,2020-08-12,277407,28692,236,836,False,False,4 days,71272,4318,79,1 days,382604
Gj_SlGSZFgA,24,Entertainment,2020-08-10,2020-08-12,609833,38464,409,5507,False,False,3 days,88744,2698,274,2 days,745520
MKHriv5r8pk,24,Entertainment,2020-08-10,2020-08-12,605678,28828,315,4955,False,False,3 days,180902,4206,486,2 days,825055
DrlnrRQK84A,24,Entertainment,2020-08-09,2020-08-12,498820,28728,446,1078,False,False,3 days,78744,2843,73,3 days,610286
Yvlmj0rtnpc,24,Entertainment,2020-08-09,2020-08-12,1547751,232695,4065,12748,False,False,3 days,140776,10498,339,3 days,1944807
xX9PYIIgoEA,24,Entertainment,2020-08-10,2020-08-12,1331068,170823,874,11053,False,False,3 days,499142,34974,856,2 days,2047916
4OCcbUZuTUQ,24,Entertainment,2020-08-09,2020-08-12,2294232,343224,2176,26560,False,False,3 days,414209,16385,752,3 days,3095362
lw68FF0GEX8,24,Entertainment,2020-08-09,2020-08-12,4275261,223926,2399,9454,False,False,2 days,375015,8137,277,3 days,4892070
YIlhmtpDjmo,24,Entertainment,2020-08-08,2020-08-12,2266959,190862,1123,5579,False,False,2 days,57661,3399,113,4 days,2524573
LI1hCQ-6P0Y,24,Entertainment,2020-08-08,2020-08-12,1183833,127487,1588,0,True,False,2 days,288540,24189,0,4 days,1624049
-n8IrFPSFCU,24,Entertainment,2020-08-07,2020-08-12,1085365,28506,4931,2478,False,False,1 days,24637,528,31,5 days,1141545
IxFMyYuPPyw,24,Entertainment,2020-08-07,2020-08-12,3840810,181480,1947,93268,False,False,1 days,147042,2814,1273,5 days,4266687
FU92piysGBg,24,Entertainment,2020-08-07,2020-08-12,3149934,337905,2917,5989,False,False,2 days,244776,22067,204,5 days,3760875
JSAfPh1A25E,24,Entertainment,2020-08-07,2020-08-12,18534845,1447194,25142,335075,False,False,1 days,1147908,25861,11900,5 days,21502783
kz7gHA2N6nQ,24,Entertainment,2020-08-06,2020-08-12,2476853,53803,3837,5738,False,False,1 days,66098,1221,58,6 days,2603771
Svvesc9dW2E,24,Entertainment,2020-08-08,2020-08-12,757478,97459,802,9184,False,False,1 days,45505,4091,265,4 days,913982
N2YxXgco_68,24,Entertainment,2020-08-07,2020-08-12,303139,36672,245,4222,False,False,1 days,15533,1160,110,5 days,360836
v97FPN2US2o,24,Entertainment,2020-08-06,2020-08-12,3165677,273326,3931,13009,False,False,1 days,197929,5678,261,6 days,3655880
NYFHnIiA8gE,24,Entertainment,2020-08-07,2020-08-12,938198,44088,565,2409,False,False,0 days,0,0,0,5 days,984695
czwejgoH3zs,24,Entertainment,2020-08-06,2020-08-12,1722152,169501,927,7263,False,False,0 days,0,0,0,6 days,1898916
sSjtGqRXQ9Y,24,Entertainment,2020-08-06,2020-08-12,971704,23311,1987,3240,False,False,0 days,0,0,0,6 days,998255
Uxf0f27n-m4,24,Entertainment,2020-08-07,2020-08-12,776252,91286,674,4811,False,False,0 days,0,0,0,5 days,872349
K_uCyxNsHpo,24,Entertainment,2020-08-05,2020-08-12,1120675,41671,888,5282,False,False,0 days,0,0,0,7 days,1167628
hpMeCem6Hss,24,Entertainment,2020-08-05,2020-08-12,1123529,39289,2056,3626,False,False,0 days,0,0,0,7 days,1166444
uhZE84C5g0M,24,Entertainment,2020-08-12,2020-08-13,452434,21300,344,4741,False,False,5 days,788150,8100,1021,1 days,1275746
EDO8Z3O7lus,24,Entertainment,2020-08-12,2020-08-13,857883,67974,963,6955,False,False,5 days,844242,37364,2663,1 days,1817081
FbM1yi4mMMc,24,Entertainment,2020-08-13,2020-08-14,16242445,1385555,13131,103914,False,False,6 days,13992431,415540,17378,1 days,32157263
EIzazUv2gtI,24,Entertainment,2020-08-13,2020-08-14,5549822,229273,3331,15968,False,False,5 days,3183559,72775,4543,1 days,9055940
x2JkhZd_Kxc,24,Entertainment,2020-08-13,2020-08-14,727048,26573,645,3274,False,False,4 days,536655,10918,1354,1 days,1305822
b703NY5__pA,24,Entertainment,2020-08-13,2020-08-14,451288,7386,577,698,False,False,4 days,498988,4367,378,1 days,963105
ydipwkP8r_Y,24,Entertainment,2020-08-14,2020-08-14,395197,133136,321,11326,False,False,5 days,862803,114976,6791,0 days,1524229
c-ogahIlhWk,24,Entertainment,2020-08-13,2020-08-14,1114655,102568,557,4253,False,False,4 days,798768,41254,1182,1 days,2062680
